POprc559_1:1	okay	RE(RE)	okay
POprc559_87:52	expect	VVP(VVP)	expect
POprc559_87:53	norway	NP(NP)	norway
POprc559_87:54	to	TO(TO)	to
POprc559_87:55	join	VV(VV)	join
POprc559_87:56	_0	PA(PA)	
POprc559_87:57	er	UH(UH)	er
POprc559_87:58	up	RP(RP)	up
POprc559_87:59	with	IN(IN)	with
POprc559_87:60	the	DT(DT)	the
POprc559_87:61	european	NP(NP)	european
POprc559_87:62	union	NP(NP)	union
POprc559_87:63	's	POS(POS)	's
POprc559_87:64	emissions	NN(NN)	emissions
POprc559_87:65	trading	VVG(NN)	trade/trading
POprc559_87:66	scheme	NN(NN)	scheme
POprc559_87:67	hh	BR(BR)	
POprc559_87:68	er	UH(UH)	er
POprc559_87:69	if	IN(IN)	if
POprc559_87:70	that	DT(DT)	that
POprc559_87:71	's	VBS(VBS)	be
POprc559_87:72	something	NN(NN)	something
POprc559_87:73	er	UH(UH)	er
POprc559_87:74	_0	PA(PA)	
POprc559_87:75	that	PRE(PRE)	that
POprc559_87:76	you	PP(PP)	you
POprc559_87:77	foresee	VVP(VVP)	foresee
POprc559_87:78	happening	VVG(VVG)	happen
POprc559_87:79	an-	XX(XX)	
POprc559_87:80	and	CC(CC)	and
POprc559_87:81	if	IN(IN)	if
POprc559_87:82	so	RB(RB)	so
POprc559_87:83	when	WRB(WRB)	when
POprc559_87:84	and	CC(CC)	and
POprc559_87:85	then	RB(RB)	then
POprc559_87:86	secondly	RB(RB)	secondly
POprc559_87:87	_0	PA(PA)	
POprc559_87:88	if	IN(IN)	if
POprc559_87:89	i	PP(PP)	i
POprc559_87:90	can	MD(MD)	can
POprc559_87:91	just	RB(RB)	just
POprc559_87:92	get	VV(VV)	get
POprc559_87:93	a	DT(DT)	a
POprc559_87:94	clarification	NN(NN)	clarification
POprc559_87:95	on	IN(IN)	on
POprc559_87:96	the	DT(DT)	the
POprc559_87:97	numbers	NNS(NNS)	number
POprc559_87:98	th-	XX(XX)	
POprc559_87:99	that	PRE(PRE)	that
POprc559_87:100	we	PP(PP)	we
POprc559_87:101	've	VHP(VHP)	have
POprc559_87:102	asked	VVN(VVN)	ask
POprc559_87:103	a	DT(DT)	a
POprc559_87:104	couple	NN(NN)	couple
POprc559_87:105	of	IN(IN)	of
POprc559_87:106	times	NNS(NNS)	time
POprc559_87:107	about	IN(IN)	about
POprc559_87:108	the	DT(DT)	the
POprc559_87:109	one	CD(CD)	one
POprc559_87:110	hundred	CD(CD)	hundred
POprc559_87:111	and	CC(CC)	and
POprc559_87:112	thirty	CD(CD)	thirty
POprc559_87:113	billion	CD(CD)	billion
POprc559_87:114	_0	PA(PA)	
POprc559_87:115	cubic	JJ(JJ)	cubic
POprc559_87:116	meters	NNS(NNS)	meter
POprc559_87:117	from	IN(IN)	from
POprc559_87:118	two	CD(CD)	two
POprc559_87:119	thousand	CD(CD)	thousand
POprc559_87:120	ten	CD(CD)	ten
POprc559_87:121	hh	BR(BR)	
POprc559_87:122	is	VBZ(VBZ)	be
POprc559_87:123	that	DT(DT)	that
POprc559_87:124	a	DT(DT)	a
POprc559_87:125	figure	NN(NN)	figure
POprc559_87:126	that	PRE(PRE)	that
POprc559_87:127	you	PP(PP)	you
POprc559_87:128	've	VHP(VHP)	have
POprc559_87:129	er	UH(UH)	er
POprc559_87:130	_0	PA(PA)	
POprc559_87:131	told	VVN(VVN)	tell
POprc559_87:132	us	PP(PP)	we
POprc559_87:133	before	RB(RB)	before
POprc559_87:134	_0	PA(PA)	
POprc559_87:135	could	MD(MD)	can
POprc559_87:136	you	PP(PP)	you
POprc559_87:137	just	RB(RB)	just
POprc559_87:138	_2	PA(PA)	
POprc559_87:139	inform	VV(VV)	inform
POprc559_87:140	us	PP(PP)	we
POprc559_87:141	about	IN(IN)	about
POprc559_87:142	that	DT(DT)	that
POprc559_87:143	thank	FI(FI)	thank
POprc559_87:144	you	FI(FI)	you
POprc559_87:145	_0	PA(PA)	

POprc559_88:1	erm	UH(UH)	erm
POprc559_88:2	_0	PA(PA)	
POprc559_88:3	yes	RE(RE)	yes
POprc559_88:4	i	PP(PP)	i
POprc559_88:5	i	PP(PP)	i
POprc559_88:6	think	VVP(VVP)	think
POprc559_88:7	at	RB(RB)	at
POprc559_88:8	least	RB(RB)	least
POprc559_88:9	i	PP(PP)	i
POprc559_88:10	said	VVD(VVD)	say
POprc559_88:11	this	DT(DT)	this
POprc559_88:12	in	IN(IN)	in
POprc559_88:13	er	UH(UH)	er
POprc559_88:14	xxx	UNI(UNI)	
POprc559_88:15	that	IN(IN)	that
POprc559_88:16	er	UH(UH)	er
POprc559_88:17	_1	PA(PA)	
POprc559_88:18	at	IN(IN)	at
POprc559_88:19	oil	NN(NN)	oil
POprc559_88:20	xx	UNI(UNI)	
POprc559_88:21	the	DT(DT)	the
POprc559_88:22	one	NN(NN)	one
POprc559_88:23	at	IN(IN)	at
POprc559_88:24	oil	NN(NN)	oil
POprc559_88:25	er	UH(UH)	er
POprc559_88:26	conference	NN(NN)	conference
POprc559_88:27	in	IN(IN)	in
POprc559_88:28	in	IN(IN)	in
POprc559_88:29	xxx	UNI(UNI)	
POprc559_88:30	not	RB(RB)	not
POprc559_88:31	oil	NN(NN)	oil
POprc559_88:32	xx	UNI(UNI)	
POprc559_88:33	er	UH(UH)	er
POprc559_88:34	someone	NN(NN)	someone
POprc559_88:35	has	VHZ(VHZ)	have
POprc559_88:36	tried	VVN(VVN)	try
POprc559_88:37	that	DT(DT)	that
POprc559_88:38	before	IN(IN)	before
POprc559_88:39	hh	BR(BR)	
POprc559_88:40	er	UH(UH)	er
POprc559_88:41	@@@@	LA(LA)	
POprc559_88:42	@	LA(LA)	
POprc559_88:43	the	DT(DT)	the
POprc559_88:44	oil	NN(NN)	oil
POprc559_88:45	conference	NN(NN)	conference
POprc559_88:46	in	IN(IN)	in
POprc559_88:47	in	IN(IN)	in
POprc559_88:48	xx	UNI(UNI)	
POprc559_88:49	er	UH(UH)	er
POprc559_88:50	couple	NN(NN)	couple
POprc559_88:51	of	IN(IN)	of
POprc559_88:52	weeks	NNS(NNS)	week
POprc559_88:53	ago	RB(RB)	ago
POprc559_88:54	_0	PA(PA)	
POprc559_88:55	er	UH(UH)	er
POprc559_88:56	_0	PA(PA)	
POprc559_88:57	erm	UH(UH)	erm
POprc559_88:58	_0	PA(PA)	
POprc559_88:59	but	CC(CC)	but
POprc559_88:60	i	PP(PP)	i
POprc559_88:61	i	PP(PP)	i
POprc559_88:62	think	VVP(VVP)	think
POprc559_88:63	that	DT(DT)	that
POprc559_88:64	's	VBS(VBS)	be
POprc559_88:65	the	DT(DT)	the
POprc559_88:66	first	JJ(JJ)	first
POprc559_88:67	time	NN(NN)	time
POprc559_88:68	this	DT(DT)	this
POprc559_88:69	er	UH(UH)	er
POprc559_88:70	this	DT(DT)	this
POprc559_88:71	figure	NN(NN)	figure
POprc559_88:72	has	VHZ(VHZ)	have
POprc559_88:73	been	VBN(VBN)	be
POprc559_88:74	launched	VVN(VVN)	launch
POprc559_88:75	_0	PA(PA)	
POprc559_88:76	erm	UH(UH)	erm
POprc559_88:77	_1	PA(PA)	
POprc559_88:78	based	JJ(JJ)	based
POprc559_88:79	on	IN(IN)	on
POprc559_88:80	new	JJ(JJ)	new
POprc559_88:81	er	UH(UH)	er
POprc559_88:82	_0	PA(PA)	
POprc559_88:83	new	JJ(JJ)	new
POprc559_88:84	developments	NNS(NNS)	development
POprc559_88:85	new	JJ(JJ)	new
POprc559_88:86	figures	NNS(NNS)	figure
POprc559_88:87	on	IN(IN)	on
POprc559_88:88	er	UH(UH)	er
POprc559_88:89	on	IN(IN)	on
POprc559_88:90	the	DT(DT)	the
POprc559_88:91	different	JJ(JJ)	different
POprc559_88:92	fields	NNS(NNS)	field
POprc559_88:93	and	CC(CC)	and
POprc559_88:94	the	DT(DT)	the
POprc559_88:95	development	NN(NN)	development
POprc559_88:96	o-	XX(XX)	
POprc559_88:97	er	UH(UH)	er
POprc559_88:98	on	IN(IN)	on
POprc559_88:99	the	DT(DT)	the
POprc559_88:100	norwegian	JJ(JJ)	norwegian
POprc559_88:101	continental	NN(NN)	continental
POprc559_88:102	shelf	NN(NN)	shelf
POprc559_88:103	_0	PA(PA)	
POprc559_88:104	erm	UH(UH)	erm
POprc559_88:105	_0	PA(PA)	
POprc559_88:106	erm	UH(UH)	erm
POprc559_88:107	_0	PA(PA)	
POprc559_88:108	erm	UH(UH)	erm
POprc559_88:109	_0	PA(PA)	
POprc559_88:110	i	PP(PP)	i
POprc559_88:111	did	VVD(VVD)	do
POprc559_88:112	n't	RB(RB)	not
POprc559_88:113	quite	RB(RB)	quite
POprc559_88:114	_0	PA(PA)	
POprc559_88:115	get	VV(VV)	get
POprc559_88:116	your	PP$(PP$)	you
POprc559_88:117	first	JJ(JJ)	first
POprc559_88:118	_0	PA(PA)	

POprc559_89:1	emission	NN(NN)	emission
POprc559_89:2	emission	NN(NN)	emission
POprc559_89:3	trading	VVG(NN)	trade/trading
POprc559_89:4	scheme	NN(NN)	scheme

POprc559_90:1	what	WP(WP)	what

POprc559_91:1	emission	NN(NN)	emission
POprc559_91:2	trading	VVG(NN)	trade/trading
POprc559_91:3	does	VVZ(VVZ)	do
POprc559_91:4	norway	NP(NP)	norway
POprc559_91:5	intend	VV(VV)	intend
POprc559_91:6	to	TO(TO)	to
POprc559_91:7	participate	VV(VV)	participate
POprc559_91:8	in	IN(IN)	in
POprc559_91:9	the	DT(DT)	the
POprc559_91:10	emission	NN(NN)	emission
POprc559_91:11	trading	VVG(NN)	trade/trading
POprc559_91:12	scheme	NN(NN)	scheme
POprc559_91:13	it	PP(PP)	it
POprc559_91:14	's	VBS(VBS)/VHS(VHS)	be/have
POprc559_91:15	xx	UNI(UNI)	

POprc559_92:1	erm	UH(UH)	erm
POprc559_92:2	_1	PA(PA)	
POprc559_92:3	no	RE(RE)	no
POprc559_92:4	erm	UH(UH)	erm
POprc559_92:5	_1	PA(PA)	
POprc559_92:6	i-	XX(XX)	
POprc559_92:7	i-	XX(XX)	
POprc559_92:8	i	PP(PP)	i
POprc559_92:9	i	PP(PP)	i
POprc559_92:10	have	VHP(VHP)	have
POprc559_92:11	to	TO(TO)	to
POprc559_92:12	be	VB(VB)	be
POprc559_92:13	fra-	XX(XX)	
POprc559_92:14	to	TO(TO)	to
POprc559_92:15	be	VB(VB)	be
POprc559_92:16	honest	JJ(JJ)	honest
POprc559_92:17	to	TO(TO)	to
POprc559_92:18	say	VV(VV)	say
POprc559_92:19	that	IN(IN)	that
POprc559_92:20	er	UH(UH)	er
POprc559_92:21	i	PP(PP)	i
POprc559_92:22	i	PP(PP)	i
POprc559_92:23	i	PP(PP)	i
POprc559_92:24	can	MD(MD)	can
POprc559_92:25	not	RB(RB)	not
POprc559_92:26	i	PP(PP)	i
POprc559_92:27	w-	XX(XX)	
POprc559_92:28	we	PP(PP)	we
POprc559_92:29	are	VBP(VBP)	be
POprc559_92:30	not	RB(RB)	not
POprc559_92:31	intending	VVG(VVG)	intend
POprc559_92:32	to	TO(TO)	to
POprc559_92:33	to	TO(TO)	to
POprc559_92:34	do	VV(VV)	do
POprc559_92:35	so	RB(RB)	so
POprc559_92:36	_0	PA(PA)	
POprc559_92:37	but	CC(CC)	but
POprc559_92:38	this	DT(DT)	this
POprc559_92:39	is	VBZ(VBZ)	be
POprc559_92:40	not	RB(RB)	not
POprc559_92:41	_0	PA(PA)	
POprc559_92:42	er	UH(UH)	er
POprc559_92:43	first	RB(RB)	first
POprc559_92:44	of	IN(IN)	of
POprc559_92:45	all	DT(DT)	all
POprc559_92:46	i	PP(PP)	i
POprc559_92:47	discu-	XX(XX)	
POprc559_92:48	i	PP(PP)	i
POprc559_92:49	i	PP(PP)	i
POprc559_92:50	question	VVP(VVP)	question
POprc559_92:51	that	IN(IN)	that
POprc559_92:52	i	PP(PP)	i
POprc559_92:53	shall	MD(MD)	shall
POprc559_92:54	er	UH(UH)	er
POprc559_92:55	answer	VV(VV)	answer
POprc559_92:56	there	EX(EX)	there
POprc559_92:57	are	VBP(VBP)	be
POprc559_92:58	_0	PA(PA)	
POprc559_92:59	also	RB(RB)	also
POprc559_92:60	er	UH(UH)	er
POprc559_92:61	others	NNS(NNS)	other
POprc559_92:62	to	TO(TO)	to
POprc559_92:63	participate	VV(VV)	participate
POprc559_92:64	in	IN(IN)	in
POprc559_92:65	this	DT(DT)	this
POprc559_92:66	discussion	NN(NN)	discussion
POprc559_92:67	so	DM(DM)	so
POprc559_92:68	_1	PA(PA)	
POprc559_92:69	this	DT(DT)	this
POprc559_92:70	is	VBZ(VBZ)	be
POprc559_92:71	for	IN(IN)	for
POprc559_92:72	me	PP(PP)	i
POprc559_92:73	_0	PA(PA)	

POprc559_93:1	yeah	RE(RE)	yeah
POprc559_93:2	_0	PA(PA)	

POprc559_94:1	good	JJ(JJ)	good
POprc559_94:2	_0	PA(PA)	

POprc559_95:1	@@@@@	LA(LA)	

POprc559_96:1	@@@	LA(LA)	
POprc559_96:2	_0	PA(PA)	
POprc559_96:3	because	IN(IN)	because

POprc559_97:1	xxxxxxxxxxxx	UNI(UNI)	

POprc559_98:1	okay	RE(RE)	okay
POprc559_98:2	_2	PA(PA)	

POprc559_99:1	xxxxx	UNI(UNI)	

POprc559_100:1	yes	RE(RE)	yes
POprc559_100:2	_0	PA(PA)	
POprc559_100:3	er	UH(UH)	er
POprc559_100:4	this	DT(DT)	this
POprc559_100:5	is	VBZ(VBZ)	be
POprc559_100:6	under	IN(IN)	under
POprc559_100:7	negotiations	NNS(NNS)	negotiation
POprc559_100:8	when	WRB(WRB)	when
POprc559_100:9	it	PP(PP)	it
POprc559_100:10	comes	VVZ(VVZ)	come
POprc559_100:11	to	IN(IN)	to
POprc559_100:12	er	UH(UH)	er
POprc559_100:13	to	IN(IN)	to
POprc559_100:14	to	IN(IN)	to
POprc559_100:15	er	UH(UH)	er
POprc559_100:16	the	DT(DT)	the
POprc559_100:17	directive	NN(NN)	directive
POprc559_100:18	on	IN(IN)	on
POprc559_100:19	on	IN(IN)	on
POprc559_100:20	quarters	NNS(NNS)	quarter
POprc559_100:21	et	RB(RB)	et
POprc559_100:22	cetera	RB(RB)	cetera
POprc559_100:23	_0	PA(PA)	
POprc559_100:24	erm	UH(UH)	erm
POprc559_100:25	_1	PA(PA)	
POprc559_100:26	but	CC(CC)	but
POprc559_100:27	i-	XX(XX)	
POprc559_100:28	it	PP(PP)	it
POprc559_100:29	it	PP(PP)	it
POprc559_100:30	's	VBS(VBS)	be
POprc559_100:31	not	RB(RB)	not
POprc559_100:32	in	IN(IN)	in
POprc559_100:33	my	PP$(PP$)	i
POprc559_100:34	p_ministeries	PVC(NNS)	
POprc559_100:35	_2	PA(PA)	

POprc559_101:1	a_[S11]	NP(NP)	
POprc559_101:2	last	JJ(JJ)	last
POprc559_101:3	question	NN(NN)	question
POprc559_101:4	_3	PA(PA)	

POprc559_102:1	yeah	RE(RE)	yeah
POprc559_102:2	from	IN(IN)	from
POprc559_102:3	bloomberg	NP(NP)	bloomberg
POprc559_102:4	two	CD(CD)	two
POprc559_102:5	quick	JJ(JJ)	quick
POprc559_102:6	questions	NNS(NNS)	question
POprc559_102:7	erm	UH(UH)	erm
POprc559_102:8	can	MD(MD)	can
POprc559_102:9	you	PP(PP)	you
POprc559_102:10	say	VV(VV)	say
POprc559_102:11	is	VBZ(VBZ)	be
POprc559_102:12	there	EX(EX)	there
POprc559_102:13	a	DT(DT)	a
POprc559_102:14	concrete	JJ(JJ)	concrete
POprc559_102:15	project	NN(NN)	project
POprc559_102:16	or	CC(CC)	or
POprc559_102:17	problem	NN(NN)	problem
POprc559_102:18	or	CC(CC)	or
POprc559_102:19	two	CD(CD)	two
POprc559_102:20	or	CC(CC)	or
POprc559_102:21	three	CD(CD)	three
POprc559_102:22	that	PRE(PRE)	that
POprc559_102:23	this	DT(DT)	this
POprc559_102:24	cooperation	NN(NN)	cooperation
POprc559_102:25	group	NN(NN)	group
POprc559_102:26	is	VBZ(VBZ)	be
POprc559_102:27	gon	VVG(VVG)	go
POprc559_102:28	na	TO(TO)	to
POprc559_102:29	deal	VV(VV)	deal
POprc559_102:30	with	IN(IN)	with
POprc559_102:31	_0	PA(PA)	
POprc559_102:32	and	CC(CC)	and
POprc559_102:33	_0	PA(PA)	
POprc559_102:34	er	UH(UH)	er
POprc559_102:35	for	IN(IN)	for
POprc559_102:36	the	DT(DT)	the
POprc559_102:37	minister	NN(NN)	minister
POprc559_102:38	_0	PA(PA)	
POprc559_102:39	er	UH(UH)	er
POprc559_102:40	because	IN(IN)	because
POprc559_102:41	norway	NP(NP)	norway
POprc559_102:42	you	PP(PP)	you
POprc559_102:43	er	UH(UH)	er
POprc559_102:44	because	IN(IN)	because
POprc559_102:45	norway	NP(NP)	norway
POprc559_102:46	is	VBZ(VBZ)	be
POprc559_102:47	in	IN(IN)	in
POprc559_102:48	the	DT(DT)	the
POprc559_102:49	_0	PA(PA)	
POprc559_102:50	european	JJ(JJ)	european
POprc559_102:51	economic	JJ(JJ)	economic
POprc559_102:52	area	NN(NN)	area
POprc559_102:53	you	PP(PP)	you
POprc559_102:54	are	VBP(VBP)	be
POprc559_102:55	an	DT(DT)	a
POprc559_102:56	outsider	NN(NN)	outsider
POprc559_102:57	with	IN(IN)	with
POprc559_102:58	an	DT(DT)	a
POprc559_102:59	insider	NN(NN)	insider
POprc559_102:60	's	POS(POS)	's
POprc559_102:61	view	NN(NN)	view
POprc559_102:62	can	MD(MD)	can
POprc559_102:63	you	PP(PP)	you
POprc559_102:64	comment	VV(VV)	comment
POprc559_102:65	generally	RB(RB)	generally
POprc559_102:66	on	IN(IN)	on
POprc559_102:67	the	DT(DT)	the
POprc559_102:68	_0	PA(PA)	
POprc559_102:69	problems	NNS(NNS)	problem
POprc559_102:70	that	PRE(PRE)	that
POprc559_102:71	the	DT(DT)	the
POprc559_102:72	european	NP(NP)	european
POprc559_102:73	union	NP(NP)	union
POprc559_102:74	is	VBZ(VBZ)	be
POprc559_102:75	having	VHG(VHG)	have
POprc559_102:76	e-	XX(XX)	
POprc559_102:77	er	UH(UH)	er
POprc559_102:78	with	IN(IN)	with
POprc559_102:79	protectionism	NN(NN)	protectionism
POprc559_102:80	and	CC(CC)	and
POprc559_102:81	other	JJ(JJ)	other
POprc559_102:82	things	NNS(NNS)	thing
POprc559_102:83	and	CC(CC)	and
POprc559_102:84	creating	VVG(VVG)	create
POprc559_102:85	a	DT(DT)	a
POprc559_102:86	single	JJ(JJ)	single
POprc559_102:87	energy	NN(NN)	energy
POprc559_102:88	market	NN(NN)	market
POprc559_102:89	and	CC(CC)	and
POprc559_102:90	what	WP(WP)	what
POprc559_102:91	's	VBS(VBS)	be
POprc559_102:92	your	PP$(PP$)	you
POprc559_102:93	_0	PA(PA)	
POprc559_102:94	view	NN(NN)	view
POprc559_102:95	about	IN(IN)	about
POprc559_102:96	the	DT(DT)	the
POprc559_102:97	_0	PA(PA)	
POprc559_102:98	the	DT(DT)	the
POprc559_102:99	threat	NN(NN)	threat
POprc559_102:100	to	IN(IN)	to
POprc559_102:101	_0	PA(PA)	
POprc559_102:102	that	DT(DT)	that
POprc559_102:103	er	UH(UH)	er
POprc559_102:104	_0	PA(PA)	
POprc559_102:105	goal	NN(NN)	goal
POprc559_102:106	thank	FI(FI)	thank
POprc559_102:107	you	FI(FI)	you
POprc559_102:108	_1	PA(PA)	

POprc559_103:1	shall	MD(MD)	shall
POprc559_103:2	i	PP(PP)	i
POprc559_103:3	start	VV(VV)	start
POprc559_103:4	_0	PA(PA)	
POprc559_103:5	well	DM(DM)	well
POprc559_103:6	erm	UH(UH)	erm
POprc559_103:7	_2	PA(PA)	
POprc559_103:8	er	UH(UH)	er
POprc559_103:9	there	EX(EX)	there
POprc559_103:10	are	VBP(VBP)	be
POprc559_103:11	still	RB(RB)	still
POprc559_103:12	things	NNS(NNS)	thing
POprc559_103:13	to	TO(TO)	to
POprc559_103:14	do	VV(VV)	do
POprc559_103:15	when	WRB(WRB)	when
POprc559_103:16	it	PP(PP)	it
POprc559_103:17	comes	VVZ(VVZ)	come
POprc559_103:18	to	TO(TO)	to
POprc559_103:19	er	UH(UH)	er
POprc559_103:20	to	TO(TO)	to
POprc559_103:21	open	VV(VV)	open
POprc559_103:22	the	DT(DT)	the
POprc559_103:23	downstream	NN(NN)	downstream
POprc559_103:24	_0	PA(PA)	
POprc559_103:25	market	NN(NN)	market
POprc559_103:26	er	UH(UH)	er
POprc559_103:27	in	IN(IN)	in
POprc559_103:28	europe	NP(NP)	europe
POprc559_103:29	and	CC(CC)	and
POprc559_103:30	er	UH(UH)	er
POprc559_103:31	and	CC(CC)	and
POprc559_103:32	norway	NP(NP)	norway
POprc559_103:33	er	UH(UH)	er
POprc559_103:34	strongly	RB(RB)	strongly
POprc559_103:35	er	UH(UH)	er
POprc559_103:36	_0	PA(PA)	
POprc559_103:37	supports	VVZ(VVZ)	support
POprc559_103:38	_0	PA(PA)	
POprc559_103:39	the	DT(DT)	the
POprc559_103:40	commissioner	NN(NN)	commissioner
POprc559_103:41	's	POS(POS)	's
POprc559_103:42	er	UH(UH)	er
POprc559_103:43	work	NN(NN)	work
POprc559_103:44	when	WRB(WRB)	when
POprc559_103:45	it	PP(PP)	it
POprc559_103:46	comes	VVZ(VVZ)	come
POprc559_103:47	to	IN(IN)	to
POprc559_103:48	opening	VVG(VVG)	open
POprc559_103:49	up	RP(RP)	up
POprc559_103:50	the	DT(DT)	the
POprc559_103:51	the	DT(DT)	the
POprc559_103:52	downstream	NN(NN)	downstream
POprc559_103:53	er	UH(UH)	er
POprc559_103:54	market	NN(NN)	market
POprc559_103:55	as	RB(RB)	as
POprc559_103:56	_1	PA(PA)	
POprc559_103:57	as	RB(RB)	as
POprc559_103:58	well	RB(RB)	well
POprc559_103:59	and	CC(CC)	and
POprc559_103:60	i	PP(PP)	i
POprc559_103:61	think	VVP(VVP)	think
POprc559_103:62	that	DT(DT)	that
POprc559_103:63	will	MD(MD)	will
POprc559_103:64	be	VB(VB)	be
POprc559_103:65	an	DT(DT)	a
POprc559_103:66	advantage	NN(NN)	advantage
POprc559_103:67	for	IN(IN)	for
POprc559_103:68	er	UH(UH)	er
POprc559_103:69	_0	PA(PA)	
POprc559_103:70	for	IN(IN)	for
POprc559_103:71	the	DT(DT)	the
POprc559_103:72	s_EU	NP(NP)	s_EU
POprc559_103:73	_0	PA(PA)	
POprc559_103:74	er	UH(UH)	er
POprc559_103:75	_1	PA(PA)	
POprc559_103:76	erm	UH(UH)	erm
POprc559_103:77	that	IN(IN)	that
POprc559_103:78	this	DT(DT)	this
POprc559_103:79	_0	PA(PA)	
POprc559_103:80	market	NN(NN)	market
POprc559_103:81	_0	PA(PA)	
POprc559_103:82	that	IN(IN)	that
POprc559_103:83	th-	XX(XX)	
POprc559_103:84	the	DT(DT)	the
POprc559_103:85	market	NN(NN)	market
POprc559_103:86	that	PRE(PRE)	that
POprc559_103:87	's	VBS(VBS)	be
POprc559_103:88	not	RB(RB)	not
POprc559_103:89	_0	PA(PA)	
POprc559_103:90	open	JJ(JJ)	open
POprc559_103:91	good	JJ(JJ)	good
POprc559_103:92	well	DM(DM)/RB(RB)	well
POprc559_103:93	enough	RB(RB)	enough
POprc559_103:94	er	UH(UH)	er
POprc559_103:95	so	RB(RB)	so
POprc559_103:96	far	RB(RB)	far
POprc559_103:97	_0	PA(PA)	
POprc559_103:98	er	UH(UH)	er
POprc559_103:99	er	UH(UH)	er
POprc559_103:100	could	MD(MD)	can
POprc559_103:101	could	MD(MD)	can
POprc559_103:102	be	VB(VB)	be
POprc559_103:103	opened	VVN(VVN)	open
POprc559_103:104	er	UH(UH)	er
POprc559_103:105	and	CC(CC)	and
POprc559_103:106	_0	PA(PA)	
POprc559_103:107	transparent	JJ(JJ)	transparent
POprc559_103:108	so	DM(DM)	so
POprc559_103:109	er	UH(UH)	er
POprc559_103:110	_0	PA(PA)	
POprc559_103:111	we	PP(PP)	we
POprc559_103:112	er	UH(UH)	er
POprc559_103:113	we	PP(PP)	we
POprc559_103:114	strongly	RB(RB)	strongly
POprc559_103:115	support	VVP(VVP)	support
POprc559_103:116	this	DT(DT)	this
POprc559_103:117	development	NN(NN)	development
POprc559_103:118	_1	PA(PA)	

POprc559_104:1	but	CC(CC)	but
POprc559_104:2	the	DT(DT)	the
POprc559_104:3	group	NN(NN)	group
POprc559_104:4	will	MD(MD)	will
POprc559_104:5	start	VV(VV)	start
POprc559_104:6	to	TO(TO)	to
POprc559_104:7	look	VV(VV)	look
POprc559_104:8	on	IN(IN)	on
POprc559_104:9	_0	PA(PA)	
POprc559_104:10	er	UH(UH)	er
POprc559_104:11	because	IN(IN)	because
POprc559_104:12	er	UH(UH)	er
POprc559_104:13	we	PP(PP)	we
POprc559_104:14	have	VHP(VHP)	have
POprc559_104:15	a	DT(DT)	a
POprc559_104:16	_0	PA(PA)	
POprc559_104:17	european	JJ(JJ)	european
POprc559_104:18	economic	JJ(JJ)	economic
POprc559_104:19	_1	PA(PA)	
POprc559_104:20	er	UH(UH)	er
POprc559_104:21	area	NN(NN)	area
POprc559_104:22	_1	PA(PA)	
POprc559_104:23	and	CC(CC)	and
POprc559_104:24	_0	PA(PA)	
POprc559_104:25	it	PP(PP)	it
POprc559_104:26	will	MD(MD)	will
POprc559_104:27	start	VV(VV)	start
POprc559_104:28	with	IN(IN)	with
POprc559_104:29	a	DT(DT)	a
POprc559_104:30	study	NN(NN)	study
POprc559_104:31	on	IN(IN)	on
POprc559_104:32	security	NN(NN)	security
POprc559_104:33	of	IN(IN)	of
POprc559_104:34	supply	NN(NN)	supply
POprc559_104:35	and	NN(NN)	and
POprc559_104:36	demand	NN(NN)	demand
POprc559_104:37	for	IN(IN)	for
POprc559_104:38	the	DT(DT)	the
POprc559_104:39	whole	JJ(JJ)	whole
POprc559_104:40	european	JJ(JJ)	european
POprc559_104:41	economic	JJ(JJ)	economic
POprc559_104:42	area	NN(NN)	area
POprc559_104:43	_1	PA(PA)	
POprc559_104:44	and	CC(CC)	and
POprc559_104:45	_0	PA(PA)	
POprc559_104:46	also	RB(RB)	also
POprc559_104:47	particularly	RB(RB)	particularly
POprc559_104:48	for	IN(IN)	for
POprc559_104:49	natural	NN(NN)	natural
POprc559_104:50	gas	NN(NN)	gas
POprc559_104:51	and	CC(CC)	and
POprc559_104:52	norway	NP(NP)	norway
POprc559_104:53	's	POS(POS)	's
POprc559_104:54	role	NN(NN)	role
POprc559_104:55	in	IN(IN)	in
POprc559_104:56	it	PP(PP)	it
POprc559_104:57	so	IN(IN)	so
POprc559_104:58	to	TO(TO)	to
POprc559_104:59	f-	XX(XX)	
POprc559_104:60	reflect	VV(VV)	reflect
POprc559_104:61	more	RBR(RBR)	more
POprc559_104:62	in	IN(IN)	in
POprc559_104:63	detail	NN(NN)	detail
POprc559_104:64	_0	PA(PA)	
POprc559_104:65	and	CC(CC)	and
POprc559_104:66	what	WP(WP)	what
POprc559_104:67	we	PP(PP)	we
POprc559_104:68	have	VHP(VHP)	have
POprc559_104:69	agreed	VVN(VVN)	agree
POprc559_104:70	now	RB(RB)	now
POprc559_104:71	_0	PA(PA)	
POprc559_104:72	and	CC(CC)	and
POprc559_104:73	er	UH(UH)	er
POprc559_104:74	advancing	VVG(VVG)	advance
POprc559_104:75	to	TO(TO)	to
POprc559_104:76	agree	VV(VV)	agree
POprc559_104:77	political	JJ(RB)	political
POprc559_104:78	they	PP(PP)	they
POprc559_104:79	that	DT(DT)	that
POprc559_104:80	is	VBZ(VBZ)	be
POprc559_104:81	nice	JJ(JJ)	nice
