PBpan25_1:1	good	FI(FI)	good
PBpan25_46:50	er	UH(UH)	er
PBpan25_46:51	real	RB(RB)	real
PBpan25_46:52	sustainable	JJ(JJ)	sustainable
PBpan25_46:53	cost	NN(NN)	cost
PBpan25_46:54	_0	PA(PA)	
PBpan25_46:55	er	UH(UH)	er
PBpan25_46:56	and	CC(CC)	and
PBpan25_46:57	i	PP(PP)	i
PBpan25_46:58	i	PP(PP)	i
PBpan25_46:59	fully	RB(RB)	fully
PBpan25_46:60	agree	VVP(VVP)	agree
PBpan25_46:61	that	IN(IN)	that
PBpan25_46:62	the	DT(DT)	the
PBpan25_46:63	monetary	JJ(JJ)	monetary
PBpan25_46:64	policy	NN(NN)	policy
PBpan25_46:65	itself	PP(PP)	it
PBpan25_46:66	can	MD(MD)	can
PBpan25_46:67	not	RB(RB)	not
PBpan25_46:68	offset	VV(VV)	offset
PBpan25_46:69	_0	PA(PA)	
PBpan25_46:70	any	DT(DT)	any
PBpan25_46:71	responsibilities	NNS(NNS)	responsibility
PBpan25_46:72	coming	VVG(VVG)	come
PBpan25_46:73	from	IN(IN)	from
PBpan25_46:74	the	DT(DT)	the
PBpan25_46:75	incomes	NNS(NNS)	income
PBpan25_46:76	and	CC(CC)	and
PBpan25_46:77	fiscal	JJ(JJ)	fiscal
PBpan25_46:78	policy	NN(NN)	policy
PBpan25_46:79	side	NN(NN)	side
PBpan25_46:80	_0	PA(PA)	
PBpan25_46:81	so	DM(DM)	so
PBpan25_46:82	we	PP(PP)	we
PBpan25_46:83	really	RB(RB)	really
PBpan25_46:84	we	PP(PP)	we
PBpan25_46:85	do	VVP(VVP)	do
PBpan25_46:86	n't	RB(RB)	not
PBpan25_46:87	have	VH(VH)	have
PBpan25_46:88	to	TO(TO)	to
PBpan25_46:89	have	VH(VH)	have
PBpan25_46:90	the	DT(DT)	the
PBpan25_46:91	the	DT(DT)	the
PBpan25_46:92	illusion	NN(NN)	illusion
PBpan25_46:93	that	IN(IN)	that
PBpan25_46:94	we	PP(PP)	we
PBpan25_46:95	have	VHP(VHP)	have
PBpan25_46:96	offset	VVN(VVN)	offset
PBpan25_46:97	the	DT(DT)	the
PBpan25_46:98	weaknesses	NNS(NNS)	weakness
PBpan25_46:99	of	IN(IN)	of
PBpan25_46:100	the	DT(DT)	the
PBpan25_46:101	of	IN(IN)	of
PBpan25_46:102	the	DT(DT)	the
PBpan25_46:103	other	JJ(JJ)	other
PBpan25_46:104	two	CD(CD)	two
PBpan25_46:105	the	DT(DT)	the
PBpan25_46:106	the	DT(DT)	the
PBpan25_46:107	monetary	JJ(JJ)	monetary
PBpan25_46:108	policy	NN(NN)	policy
PBpan25_46:109	x	UNI(UNI)	
PBpan25_46:110	x	UNI(UNI)	
PBpan25_46:111	x	UNI(UNI)	
PBpan25_46:112	xx	UNI(UNI)	
PBpan25_46:113	_0	PA(PA)	
PBpan25_46:114	er	UH(UH)	er
PBpan25_46:115	if	IN(IN)	if
PBpan25_46:116	i	PP(PP)	i
PBpan25_46:117	may	MD(MD)	may
PBpan25_46:118	tu-	XX(XX)	
PBpan25_46:119	may	MD(MD)	may
PBpan25_46:120	turn	VV(VV)	turn
PBpan25_46:121	to	IN(IN)	to
PBpan25_46:122	the	DT(DT)	the
PBpan25_46:123	to	IN(IN)	to
PBpan25_46:124	the	DT(DT)	the
PBpan25_46:125	floor	NN(NN)	floor
PBpan25_46:126	_0	PA(PA)	
PBpan25_46:127	er	UH(UH)	er
PBpan25_46:128	if	IN(IN)	if
PBpan25_46:129	you	PP(PP)	you
PBpan25_46:130	have	VHP(VHP)	have
PBpan25_46:131	any	DT(DT)	any
PBpan25_46:132	question	NN(NN)	question
PBpan25_46:133	er	UH(UH)	er
PBpan25_46:134	we	PP(PP)	we
PBpan25_46:135	have	VHP(VHP)	have
PBpan25_46:136	now	RB(RB)	now
PBpan25_46:137	the	DT(DT)	the
PBpan25_46:138	x	UNI(UNI)	
PBpan25_46:139	x	UNI(UNI)	
PBpan25_46:140	xx	UNI(UNI)	
PBpan25_46:141	xx	UNI(UNI)	
PBpan25_46:142	x	UNI(UNI)	
PBpan25_46:143	_0	PA(PA)	
PBpan25_46:144	so	DM(DM)	so
PBpan25_46:145	_1	PA(PA)	
PBpan25_46:146	the	DT(DT)	the
PBpan25_46:147	gentleman	NN(NN)	gentleman
PBpan25_46:148	here	RB(RB)	here
PBpan25_46:149	or	CC(CC)	or
PBpan25_46:150	so	RB(RB)	so
PBpan25_46:151	_0	PA(PA)	
PBpan25_46:152	well	DM(DM)	well
PBpan25_46:153	you	PP(PP)	you
PBpan25_46:154	can	MD(MD)	can
PBpan25_46:155	stand	VV(VV)	stand
PBpan25_46:156	there	RB(RB)	there
PBpan25_46:157	and	CC(CC)	and
PBpan25_46:158	then	RB(RB)	then
PBpan25_46:159	x	UNI(UNI)	
PBpan25_46:160	_1	PA(PA)	

PBpan25_47:1	er	UH(UH)	er
PBpan25_47:2	yes	RE(RE)	yes
PBpan25_47:3	er	UH(UH)	er
PBpan25_47:4	a_[S9]	NP(NP)	
PBpan25_47:5	a_[S9/last]	NP(NP)	
PBpan25_47:6	from	IN(IN)	from
PBpan25_47:7	the	DT(DT)	the
PBpan25_47:8	hungarian	JJ(JJ)	hungarian
PBpan25_47:9	a_[org3]	NP(NP)	
PBpan25_47:10	_0	PA(PA)	
PBpan25_47:11	xxxxx	UNI(UNI)	
PBpan25_47:12	er	UH(UH)	er
PBpan25_47:13	listening	VVG(VVG)	listen
PBpan25_47:14	to	IN(IN)	to
PBpan25_47:15	some	DT(DT)	some
PBpan25_47:16	of	IN(IN)	of
PBpan25_47:17	the	DT(DT)	the
PBpan25_47:18	comments	NNS(NNS)	comment
PBpan25_47:19	from	IN(IN)	from
PBpan25_47:20	the	DT(DT)	the
PBpan25_47:21	panel	NN(NN)	panel
PBpan25_47:22	_0	PA(PA)	
PBpan25_47:23	about	IN(IN)	about
PBpan25_47:24	p_euroization	PVC(NN)	
PBpan25_47:25	er	UH(UH)	er
PBpan25_47:26	high	JJ(JJ)	high
PBpan25_47:27	currency	NN(NN)	currency
PBpan25_47:28	substitution	NN(NN)	substitution
PBpan25_47:29	_0	PA(PA)	
PBpan25_47:30	problems	NNS(NNS)	problem
PBpan25_47:31	with	IN(IN)	with
PBpan25_47:32	the	DT(DT)	the
PBpan25_47:33	s_erm	NP(NP)	s_erm
PBpan25_47:34	two	CD(CD)	two
PBpan25_47:35	and	CC(CC)	and
PBpan25_47:36	so	RB(RB)	so
PBpan25_47:37	on	RB(RB)	on
PBpan25_47:38	_0	PA(PA)	
PBpan25_47:39	i	PP(PP)	i
PBpan25_47:40	have	VHP(VHP)	have
PBpan25_47:41	a	DT(DT)	a
PBpan25_47:42	er	UH(UH)	er
PBpan25_47:43	hopefully	RB(RB)	hopefully
PBpan25_47:44	provocative	JJ(JJ)	provocative
PBpan25_47:45	er	UH(UH)	er
PBpan25_47:46	_0	PA(PA)	
PBpan25_47:47	question	NN(NN)	question
PBpan25_47:48	for	IN(IN)	for
PBpan25_47:49	you	PP(PP)	you
PBpan25_47:50	_0	PA(PA)	
PBpan25_47:51	would	MD(MD)	will
PBpan25_47:52	n't	RB(RB)	not
PBpan25_47:53	have	VH(VH)	have
PBpan25_47:54	been	VBN(VBN)	be
PBpan25_47:55	better	JJR(JJR)	good
PBpan25_47:56	_0	PA(PA)	
PBpan25_47:57	er	UH(UH)	er
PBpan25_47:58	_1	PA(PA)	
PBpan25_47:59	from	IN(IN)	from
PBpan25_47:60	part	NN(NN)	part
PBpan25_47:61	of	IN(IN)	of
PBpan25_47:62	the	DT(DT)	the
PBpan25_47:63	eurozone	NP(NP)	eurozone
PBpan25_47:64	to	TO(TO)	to
PBpan25_47:65	_0	PA(PA)	
PBpan25_47:66	let	VV(VV)	let
PBpan25_47:67	_0	PA(PA)	
PBpan25_47:68	all	PDT(PDT)	all
PBpan25_47:69	the	DT(DT)	the
PBpan25_47:70	ten	CD(CD)	ten
PBpan25_47:71	new	JJ(JJ)	new
PBpan25_47:72	members	NNS(NNS)	member
PBpan25_47:73	_0	PA(PA)	
PBpan25_47:74	join	VV(VV)	join
PBpan25_47:75	_0	PA(PA)	
PBpan25_47:76	er	UH(UH)	er
PBpan25_47:77	_0	PA(PA)	
PBpan25_47:78	eurozone	NP(NP)	eurozone
PBpan25_47:79	at	IN(IN)	at
PBpan25_47:80	the	DT(DT)	the
PBpan25_47:81	same	JJ(JJ)	same
PBpan25_47:82	time	NN(NN)	time
PBpan25_47:83	_1	PA(PA)	
PBpan25_47:84	x	UNI(UNI)	
PBpan25_47:85	last	JJ(JJ)	last
PBpan25_47:86	year	NN(NN)	year
PBpan25_47:87	as	IN(IN)	as
PBpan25_47:88	xx	UNI(UNI)	
PBpan25_47:89	the	DT(DT)	the
PBpan25_47:90	european	NP(NP)	european
PBpan25_47:91	union	NP(NP)	union
PBpan25_47:92	_0	PA(PA)	
PBpan25_47:93	because	IN(IN)	because
PBpan25_47:94	the	DT(DT)	the
PBpan25_47:95	ten	CD(CD)	ten
PBpan25_47:96	new	JJ(JJ)	new
PBpan25_47:97	members	NNS(NNS)	member
PBpan25_47:98	provide	VVP(VVP)	provide
PBpan25_47:99	only	RB(RB)	only
PBpan25_47:100	_0	PA(PA)	
PBpan25_47:101	five	CD(CD)	five
PBpan25_47:102	to	IN(IN)	to
PBpan25_47:103	eight	CD(CD)	eight
PBpan25_47:104	per	NN(NN)	per
PBpan25_47:105	cent	NN(NN)	cent
PBpan25_47:106	of	IN(IN)	of
PBpan25_47:107	the	DT(DT)	the
PBpan25_47:108	total	JJ(JJ)	total
PBpan25_47:109	s_gdp	NN(NN)	s_gdp
PBpan25_47:110	of	IN(IN)	of
PBpan25_47:111	the	DT(DT)	the
PBpan25_47:112	eurozone	NP(NP)	eurozone
PBpan25_47:113	_0	PA(PA)	
PBpan25_47:114	and	CC(CC)	and
PBpan25_47:115	we	PP(PP)	we
PBpan25_47:116	know	VVP(VVP)	know
PBpan25_47:117	very	RB(RB)	very
PBpan25_47:118	well	RB(RB)	well
PBpan25_47:119	that	IN(IN)	that
PBpan25_47:120	er	UH(UH)	er
PBpan25_47:121	the	DT(DT)	the
PBpan25_47:122	present	JJ(JJ)	present
PBpan25_47:123	members	NNS(NNS)	member
PBpan25_47:124	of	IN(IN)	of
PBpan25_47:125	the	DT(DT)	the
PBpan25_47:126	eurozone	NP(NP)	eurozone
PBpan25_47:127	had	VHD(VHD)	have
PBpan25_47:128	not	RB(RB)	not
PBpan25_47:129	_1	PA(PA)	
PBpan25_47:130	and	CC(CC)	and
PBpan25_47:131	has	VHZ(VHZ)	have
PBpan25_47:132	not	RB(RB)	not
PBpan25_47:133	fulfilled	VVN(VVN)	fulfil
PBpan25_47:134	both	CC(CC)	both
PBpan25_47:135	accounting	VVG(NN)	account/accounting
PBpan25_47:136	and	CC(CC)	and
PBpan25_47:137	including	IN(IN)	including
PBpan25_47:138	inflation	NN(NN)	inflation
PBpan25_47:139	_0	PA(PA)	
PBpan25_47:140	budget	NN(NN)	budget
PBpan25_47:141	deficit	NN(NN)	deficit
PBpan25_47:142	xx	UNI(UNI)	
PBpan25_47:143	s_gdp	NN(NN)	s_gdp
PBpan25_47:144	ratio	NN(NN)	ratio
PBpan25_47:145	_0	PA(PA)	
PBpan25_47:146	thank	FI(FI)	thank
PBpan25_47:147	you	FI(FI)	you
PBpan25_47:148	_2	PA(PA)	

PBpan25_48:1	who	WP(WP)	who
PBpan25_48:2	wants	VVZ(VVZ)	want
PBpan25_48:3	to	TO(TO)	to
PBpan25_48:4	_0	PA(PA)	

PBpan25_49:1	@@@@@@@@@@@	LA(LA)	
PBpan25_49:2	_1	PA(PA)	

PBpan25_50:1	i	PP(PP)	i
PBpan25_50:2	try	VVP(VVP)	try
PBpan25_50:3	and	CC(CC)	and
PBpan25_50:4	and	CC(CC)	and
PBpan25_50:5	will	MD(MD)	will
PBpan25_50:6	give	VV(VV)	give
PBpan25_50:7	an	DT(DT)	a
PBpan25_50:8	example	NN(NN)	example
PBpan25_50:9	on	IN(IN)	on
PBpan25_50:10	a_[place7]	NP(NP)	
PBpan25_50:11	er	UH(UH)	er
PBpan25_50:12	_1	PA(PA)	

PBpan25_51:1	@@@@	LA(LA)	
PBpan25_51:2	@	LA(LA)	
PBpan25_51:3	_0	PA(PA)	

PBpan25_52:1	i	PP(PP)	i
PBpan25_52:2	think	VVP(VVP)	think
PBpan25_52:3	there	EX(EX)	there
PBpan25_52:4	is	VBZ(VBZ)	be
PBpan25_52:5	there	EX(EX)	there
PBpan25_52:6	is	VBZ(VBZ)	be
PBpan25_52:7	er	UH(UH)	er
PBpan25_52:8	an	DT(DT)	a
PBpan25_52:9	obvious	JJ(JJ)	obvious
PBpan25_52:10	er	UH(UH)	er
PBpan25_52:11	er	UH(UH)	er
PBpan25_52:12	let	VV(VV)	let
PBpan25_52:13	's	PP(PP)	we
PBpan25_52:14	say	VV(VV)	say
PBpan25_52:15	er	UH(UH)	er
PBpan25_52:16	cost	NN(NN)	cost
PBpan25_52:17	to	IN(IN)	to
PBpan25_52:18	eternal	JJ(JJ)	eternal
PBpan25_52:19	postponing	VVG(NN)	postpone/postponing
PBpan25_52:20	_0	PA(PA)	
PBpan25_52:21	of	IN(IN)	of
PBpan25_52:22	of	IN(IN)	of
PBpan25_52:23	adopting	VVG(VVG)	adopt
PBpan25_52:24	the	DT(DT)	the
PBpan25_52:25	euro	NP(NP)	euro
PBpan25_52:26	_0	PA(PA)	
PBpan25_52:27	there	EX(EX)	there
PBpan25_52:28	is	VBZ(VBZ)	be
PBpan25_52:29	the	DT(DT)	the
PBpan25_52:30	eternal	JJ(JJ)	eternal
PBpan25_52:31	question	NN(NN)	question
PBpan25_52:32	of	IN(IN)	of
PBpan25_52:33	er	UH(UH)	er
PBpan25_52:34	er	UH(UH)	er
PBpan25_52:35	wo	MD(MD)	will
PBpan25_52:36	n't	RB(RB)	not
PBpan25_52:37	you	PP(PP)	you
PBpan25_52:38	because	IN(IN)	because
PBpan25_52:39	you	PP(PP)	you
PBpan25_52:40	do	VVP(VVP)	do
PBpan25_52:41	n't	RB(RB)	not
PBpan25_52:42	want	VV(VV)	want
PBpan25_52:43	to	TO(TO)	to
PBpan25_52:44	or	CC(CC)	or
PBpan25_52:45	wo	MD(MD)	will
PBpan25_52:46	n't	RB(RB)	not
PBpan25_52:47	you	PP(PP)	you
PBpan25_52:48	because	IN(IN)	because
PBpan25_52:49	you	PP(PP)	you
PBpan25_52:50	ca	MD(MD)	can
PBpan25_52:51	n't	RB(RB)	not
PBpan25_52:52	_1	PA(PA)	
PBpan25_52:53	which	PRE(PRE)	which
PBpan25_52:54	for	IN(IN)	for
PBpan25_52:55	markets	NNS(NNS)	market
PBpan25_52:56	will	MD(MD)	will
PBpan25_52:57	be	VB(VB)	be
PBpan25_52:58	xxxx	UNI(UNI)	
PBpan25_52:59	and	CC(CC)	and
PBpan25_52:60	and	CC(CC)	and
PBpan25_52:61	important	JJ(JJ)	important
PBpan25_52:62	as	IN(IN)	as
PBpan25_52:63	time	NN(NN)	time
PBpan25_52:64	goes	VVZ(VVZ)	go
PBpan25_52:65	by	IN(IN)	by
PBpan25_52:66	_0	PA(PA)	
PBpan25_52:67	there	EX(EX)	there
PBpan25_52:68	's	VBS(VBS)	be
PBpan25_52:69	another	DT(DT)	another
PBpan25_52:70	virtue	NN(NN)	virtue
PBpan25_52:71	in	IN(IN)	in
PBpan25_52:72	not	RB(RB)	not
PBpan25_52:73	going	VVG(VVG)	go
PBpan25_52:74	in	IN(IN)	in
PBpan25_52:75	immediately	RB(RB)	immediately
PBpan25_52:76	_0	PA(PA)	
PBpan25_52:77	which	PRE(PRE)	which
PBpan25_52:78	is	VBZ(VBZ)	be
PBpan25_52:79	_1	PA(PA)	
PBpan25_52:80	erm	UH(UH)	erm
PBpan25_52:81	with	IN(IN)	with
PBpan25_52:82	a	DT(DT)	a
PBpan25_52:83	combination	NN(NN)	combination
PBpan25_52:84	of	IN(IN)	of
PBpan25_52:85	some	DT(DT)	some
PBpan25_52:86	flexibility	NN(NN)	flexibility
PBpan25_52:87	in	IN(IN)	in
PBpan25_52:88	xxxxx	UNI(UNI)	
PBpan25_52:89	monetary	JJ(JJ)	monetary
PBpan25_52:90	policy	NN(NN)	policy
PBpan25_52:91	_0	PA(PA)	
PBpan25_52:92	structural	JJ(JJ)	structural
PBpan25_52:93	adjustments	NNS(NNS)	adjustment
PBpan25_52:94	which	PRE(PRE)	which
PBpan25_52:95	are	VBP(VBP)	be
PBpan25_52:96	very	RB(RB)	very
PBpan25_52:97	important	JJ(JJ)	important
PBpan25_52:98	in	IN(IN)	in
PBpan25_52:99	a_[place7]	NP(NP)	
PBpan25_52:100	's	POS(POS)	's
PBpan25_52:101	case	NN(NN)	case
PBpan25_52:102	_0	PA(PA)	
PBpan25_52:103	are	VBP(VBP)	be
PBpan25_52:104	expected	VVN(VVN)	expect
PBpan25_52:105	to	TO(TO)	to
PBpan25_52:106	continue	VV(VV)	continue
PBpan25_52:107	at	IN(IN)	at
PBpan25_52:108	a	DT(DT)	a
PBpan25_52:109	higher	JJR(JJR)	high
PBpan25_52:110	pace	NN(NN)	pace
PBpan25_52:111	_0	PA(PA)	
PBpan25_52:112	even	RB(RB)	even
PBpan25_52:113	after	IN(IN)	after
PBpan25_52:114	the	DT(DT)	the
PBpan25_52:115	monetary	JJ(JJ)	monetary
PBpan25_52:116	accession	NN(NN)	accession
PBpan25_52:117	throughout	IN(IN)	throughout
PBpan25_52:118	the	DT(DT)	the
PBpan25_52:119	years	NNS(NNS)	year
PBpan25_52:120	_0	PA(PA)	
PBpan25_52:121	can	MD(MD)	can
PBpan25_52:122	be	VB(VB)	be
PBpan25_52:123	erm	UH(UH)	erm
PBpan25_52:124	cushioned	VVN(VVN)	cushion
PBpan25_52:125	let	VV(VV)	let
PBpan25_52:126	's	PP(PP)	we
PBpan25_52:127	say	VV(VV)	say
PBpan25_52:128	_0	PA(PA)	
PBpan25_52:129	and	CC(CC)	and
PBpan25_52:130	they	PP(PP)	they
PBpan25_52:131	do	VVP(VVP)	do
PBpan25_52:132	not	RB(RB)	not
PBpan25_52:133	have	VH(VH)	have
PBpan25_52:134	to	TO(TO)	to
PBpan25_52:135	er	UH(UH)	er
PBpan25_52:136	to	TO(TO)	to
PBpan25_52:137	be	VB(VB)	be
PBpan25_52:138	borne	VVN(VVN)	bear
PBpan25_52:139	by	IN(IN)	by
PBpan25_52:140	output	NN(NN)	output
PBpan25_52:141	levels	NNS(NNS)	level
PBpan25_52:142	and	CC(CC)	and
PBpan25_52:143	by	IN(IN)	by
PBpan25_52:144	employment	NN(NN)	employment
PBpan25_52:145	_0	PA(PA)	
PBpan25_52:146	which	PRE(PRE)	which
PBpan25_52:147	of	RB(RB)	of
PBpan25_52:148	course	RB(RB)	course
PBpan25_52:149	makes	VVZ(VVZ)	make
PBpan25_52:150	the	DT(DT)	the
PBpan25_52:151	reform	NN(NN)	reform
PBpan25_52:152	more	RBR(RBR)	more
PBpan25_52:153	difficult	JJ(JJ)	difficult
PBpan25_52:154	to	TO(TO)	to
PBpan25_52:155	do	VV(VV)	do
PBpan25_52:156	and	CC(CC)	and
PBpan25_52:157	if	IN(IN)	if
PBpan25_52:158	that	DT(DT)	that
PBpan25_52:159	would	MD(MD)	will
PBpan25_52:160	be	VB(VB)	be
PBpan25_52:161	the	DT(DT)	the
PBpan25_52:162	case	NN(NN)	case
PBpan25_52:163	_1	PA(PA)	
PBpan25_52:164	erm	UH(UH)	erm
PBpan25_52:165	_0	PA(PA)	
PBpan25_52:166	also	RB(RB)	also
PBpan25_52:167	i	PP(PP)	i
PBpan25_52:168	think	VVP(VVP)	think
PBpan25_52:169	that	IN(IN)	that
PBpan25_52:170	er	UH(UH)	er
PBpan25_52:171	er	UH(UH)	er
PBpan25_52:172	one	CD(CD)	one
PBpan25_52:173	wants	VVZ(VVZ)	want
PBpan25_52:174	to	TO(TO)	to
PBpan25_52:175	to	TO(TO)	to
PBpan25_52:176	get	VV(VV)	get
PBpan25_52:177	into	IN(IN)	into
PBpan25_52:178	a	DT(DT)	a
PBpan25_52:179	situation	NN(NN)	situation
PBpan25_52:180	where	WRB(WRB)	where
PBpan25_52:181	_0	PA(PA)	
PBpan25_52:182	there	EX(EX)	there
PBpan25_52:183	is	VBZ(VBZ)	be
PBpan25_52:184	a	DT(DT)	a
PBpan25_52:185	_0	PA(PA)	
PBpan25_52:186	public	JJ(JJ)	public
PBpan25_52:187	debate	NN(NN)	debate
PBpan25_52:188	about	IN(IN)	about
PBpan25_52:189	this	DT(DT)	this
PBpan25_52:190	and	CC(CC)	and
PBpan25_52:191	there	EX(EX)	there
PBpan25_52:192	's	VBS(VBS)	be
PBpan25_52:193	a	DT(DT)	a
PBpan25_52:194	clearly	RB(RB)	clearly
PBpan25_52:195	defined	JJ(JJ)	defined
PBpan25_52:196	period	NN(NN)	period
PBpan25_52:197	rather	RB(RB)	rather
PBpan25_52:198	short	JJ(JJ)	short
PBpan25_52:199	th-	XX(XX)	
PBpan25_52:200	than	IN(IN)	than
PBpan25_52:201	long	JJ(JJ)	long
PBpan25_52:202	three	CD(CD)	three
PBpan25_52:203	to	IN(IN)	to
PBpan25_52:204	four	CD(CD)	four
PBpan25_52:205	years	NNS(NNS)	year
PBpan25_52:206	it	PP(PP)	it
PBpan25_52:207	will	MD(MD)	will
PBpan25_52:208	be	VB(VB)	be
PBpan25_52:209	x	UNI(UNI)	
PBpan25_52:210	as	IN(IN)	as
PBpan25_52:211	necessary	JJ(JJ)	necessary
PBpan25_52:212	_0	PA(PA)	
PBpan25_52:213	in	IN(IN)	in
PBpan25_52:214	which	PRE(PRE)	which
PBpan25_52:215	this	DT(DT)	this
PBpan25_52:216	let	VV(VV)	let
PBpan25_52:217	's	PP(PP)	we
PBpan25_52:218	say	VV(VV)	say
PBpan25_52:219	grace	NN(NN)	grace
PBpan25_52:220	of	IN(IN)	of
PBpan25_52:221	of	IN(IN)	of
PBpan25_52:222	flexibility	NN(NN)	flexibility
PBpan25_52:223	from	IN(IN)	from
PBpan25_52:224	exchange	NN(NN)	exchange
PBpan25_52:225	rate	NN(NN)	rate
PBpan25_52:226	policy	NN(NN)	policy
PBpan25_52:227	exist	V(VVZ)	exist
PBpan25_52:228	_0	PA(PA)	
PBpan25_52:229	so	IN(IN)	so
PBpan25_52:230	that	IN(IN)	that
PBpan25_52:231	there	EX(EX)	there
PBpan25_52:232	is	VBZ(VBZ)	be
PBpan25_52:233	an	DT(DT)	a
PBpan25_52:234	incentive	NN(NN)	incentive
PBpan25_52:235	for	IN(IN)	for
PBpan25_52:236	all	DT(DT)	all
PBpan25_52:237	policy	NN(NN)	policy
PBpan25_52:238	makers	NNS(NNS)	maker
PBpan25_52:239	_0	PA(PA)	
PBpan25_52:240	central	NN(NN)	central
PBpan25_52:241	bank	NN(NN)	bank
PBpan25_52:242	and	CC(CC)	and
PBpan25_52:243	government	NN(NN)	government
PBpan25_52:244	including	IN(IN)	including
PBpan25_52:245	_0	PA(PA)	
PBpan25_52:246	to	TO(TO)	to
PBpan25_52:247	p_frontload	PVC(VV)	
PBpan25_52:248	the	DT(DT)	the
PBpan25_52:249	structural	JJ(JJ)	structural
PBpan25_52:250	xx	UNI(UNI)	
PBpan25_52:251	forces	NNS(NNS)	force
PBpan25_52:252	_2	PA(PA)	
PBpan25_52:253	there	EX(EX)	there
PBpan25_52:254	's	VBS(VBS)	be
PBpan25_52:255	also	RB(RB)	also
PBpan25_52:256	the	DT(DT)	the
PBpan25_52:257	question	NN(NN)	question
PBpan25_52:258	of	IN(IN)	of
PBpan25_52:259	of	IN(IN)	of
PBpan25_52:260	erm	UH(UH)	erm
PBpan25_52:261	er	UH(UH)	er
PBpan25_52:262	influence	NN(NN)	influence
PBpan25_52:263	_1	PA(PA)	
PBpan25_52:264	in	IN(IN)	in
PBpan25_52:265	many	JJ(JJ)	many
PBpan25_52:266	of	IN(IN)	of
PBpan25_52:267	the	DT(DT)	the
PBpan25_52:268	the	DT(DT)	the
PBpan25_52:269	new	JJ(JJ)	new
PBpan25_52:270	member	NNS(NNS)	member
PBpan25_52:271	states	NNS(NNS)	state
PBpan25_52:272	they	PP(PP)	they
PBpan25_52:273	have	VHP(VHP)	have
PBpan25_52:274	been	VBN(VBN)	be
PBpan25_52:275	a	DT(DT)	a
PBpan25_52:276	part	NN(NN)	part
PBpan25_52:277	of	IN(IN)	of
PBpan25_52:278	xx	UNI(UNI)	
PBpan25_52:279	for	IN(IN)	for
PBpan25_52:280	some	DT(DT)	some
PBpan25_52:281	time	NN(NN)	time
PBpan25_52:282	in	IN(IN)	in
PBpan25_52:283	a_[place7]	NP(NP)	
PBpan25_52:284	they	PP(PP)	they
PBpan25_52:285	started	VVD(VVD)	start
PBpan25_52:286	stepping	VVG(VVG)	step
PBpan25_52:287	up	RP(RP)	up
PBpan25_52:288	_0	PA(PA)	
PBpan25_52:289	in	IN(IN)	in
PBpan25_52:290	two	CD(CD)	two
PBpan25_52:291	thousand	CD(CD)	thousand
PBpan25_52:292	and	CC(CC)	and
PBpan25_52:293	four	CD(CD)	four
PBpan25_52:294	_0	PA(PA)	
PBpan25_52:295	we	PP(PP)	we
PBpan25_52:296	're	VBP(VBP)	be
PBpan25_52:297	expecting	VVG(VVG)	expect
PBpan25_52:298	this	DT(DT)	this
PBpan25_52:299	influence	NN(NN)	influence
PBpan25_52:300	to	TO(TO)	to
PBpan25_52:301	continue	VV(VV)	continue
PBpan25_52:302	at	IN(IN)	at
PBpan25_52:303	very	RB(RB)	very
PBpan25_52:304	high	JJ(JJ)	high
PBpan25_52:305	paces	NNS(NNS)	pace
PBpan25_52:306	again	RB(RB)	again
PBpan25_52:307	_0	PA(PA)	
PBpan25_52:308	for	IN(IN)	for
PBpan25_52:309	two	CD(CD)	two
PBpan25_52:310	to	IN(IN)	to
PBpan25_52:311	three	CD(CD)	three
PBpan25_52:312	years	NNS(NNS)	year
PBpan25_52:313	_0	PA(PA)	
PBpan25_52:314	if	IN(IN)	if
PBpan25_52:315	not	RB(RB)	not
PBpan25_52:316	longer	JJR(JJR)	long
PBpan25_52:317	after	IN(IN)	after
PBpan25_52:318	the	DT(DT)	the
PBpan25_52:319	moment	NN(NN)	moment
PBpan25_52:320	of	IN(IN)	of
PBpan25_52:321	accession	NN(NN)	accession
PBpan25_52:322	so	DM(DM)	so
PBpan25_52:323	it	PP(PP)	it
PBpan25_52:324	makes	VVZ(VVZ)	make
PBpan25_52:325	sense	NN(NN)	sense
PBpan25_52:326	if	IN(IN)	if
PBpan25_52:327	you	PP(PP)	you
PBpan25_52:328	want	VVP(VVP)	want
PBpan25_52:329	to	TO(TO)	to
PBpan25_52:330	really	RB(RB)	really
PBpan25_52:331	gauge	VV(VV)	gauge
PBpan25_52:332	a	DT(DT)	a
PBpan25_52:333	central	JJ(JJ)	central
PBpan25_52:334	parity	NN(NN)	parity
PBpan25_52:335	that	PRE(PRE)	that
PBpan25_52:336	_0	PA(PA)	
PBpan25_52:337	has	VHZ(VHZ)	have
PBpan25_52:338	some	DT(DT)	some
PBpan25_52:339	resemblance	NN(NN)	resemblance
PBpan25_52:340	to	IN(IN)	to
PBpan25_52:341	to	IN(IN)	to
PBpan25_52:342	er	UH(UH)	er
PBpan25_52:343	to	IN(IN)	to
PBpan25_52:344	equilibrium	NN(NN)	equilibrium
PBpan25_52:345	_1	PA(PA)	
PBpan25_52:346	because	IN(IN)	because
PBpan25_52:347	we	PP(PP)	we
PBpan25_52:348	can	MD(MD)	can
PBpan25_52:349	never	RB(RB)	never
PBpan25_52:350	know	VV(VV)	know
